dominant_peer_ratio,seed,policy_id,total_requests,mean_latency_ms,p95_latency_ms,migration_count,max_requests_per_peer,request_imbalance
0.3,15,engagement_g00_d0.5,3022,91.217696,190.433104,282,239,1.581734
0.3,15,engagement_g00_d1.0,3022,92.809244,190.433104,246,236,1.561880
0.3,15,engagement_g00_d2.0,3022,95.031510,191.250963,178,246,1.628061
0.3,15,engagement_g00_d5.0,3022,106.611225,194.911133,97,269,1.780278
0.3,15,engagement_g00_d10.0,3022,99.276854,194.739933,15,835,5.526142
0.3,15,engagement_g05_d0.0,3022,101.817739,194.739933,78,424,2.806089
0.3,15,engagement_g05_d0.25,3022,102.340906,194.739933,67,373,2.468564
0.3,15,engagement_g05_d0.5,3022,102.832745,194.739933,66,372,2.461946
0.3,15,engagement_g05_d1.0,3022,103.049482,194.739933,66,373,2.468564
0.3,15,engagement_g05_d2.0,3022,105.366114,194.911133,59,371,2.455328
0.3,15,engagement_g05_d5.0,3022,107.240920,194.911133,25,422,2.792852
0.3,15,engagement_g05_d10.0,3022,98.711811,194.911133,3,1174,7.769689
0.3,15,oracle_a1,3022,27.261295,77.991315,1478,424,2.806089
0.3,16,static,3097,89.369199,187.034514,0,1200,7.749435
0.3,16,nearest,3097,94.097672,177.163443,5,642,4.145948
0.3,16,naive_target_aware,3097,84.916486,188.811624,543,238,1.536971
0.3,16,engagement_g00_d0.0,3097,84.916486,188.811624,543,238,1.536971
0.3,16,engagement_g00_d0.25,3097,86.367805,190.823164,314,245,1.582176
0.3,16,engagement_g00_d0.5,3097,86.824621,190.823164,276,237,1.530513
0.3,16,engagement_g00_d1.0,3097,88.657501,190.823164,229,240,1.549887
0.3,16,engagement_g00_d2.0,3097,90.396827,190.823164,177,258,1.666129
0.3,16,engagement_g00_d5.0,3097,93.538206,190.823164,94,236,1.524056
0.3,16,engagement_g00_d10.0,3097,95.591985,190.858262,22,520,3.358088
0.3,16,engagement_g05_d0.0,3097,91.482063,190.823164,86,276,1.782370
0.3,16,engagement_g05_d0.25,3097,91.674833,190.823164,79,274,1.769454
0.3,16,engagement_g05_d0.5,3097,91.684776,190.823164,78,272,1.756539
0.3,16,engagement_g05_d1.0,3097,91.991750,190.823164,76,278,1.795286
0.3,16,engagement_g05_d2.0,3097,92.239110,190.823164,69,522,3.371004
0.3,16,engagement_g05_d5.0,3097,94.122035,190.858262,36,422,2.725218
0.3,16,engagement_g05_d10.0,3097,90.520293,187.034514,3,1291,8.337100
0.3,16,oracle_a1,3097,24.073399,68.546717,1575,431,2.783339
0.3,17,static,2945,114.205137,191.935999,0,1800,12.224109
0.3,17,nearest,2945,92.298222,181.989679,4,1127,7.653650
0.3,17,naive_target_aware,2945,84.488117,184.710449,537,210,1.426146
0.3,17,engagement_g00_d0.0,2945,84.488117,184.710449,537,210,1.426146
0.3,17,engagement_g00_d0.25,2945,85.941146,184.667989,308,206,1.398981
0.3,17,engagement_g00_d0.5,2945,86.635947,184.710449,277,204,1.385399
0.3,17,engagement_g00_d1.0,2945,88.196518,184.498149,239,206,1.398981
0.3,17,engagement_g00_d2.0,2945,92.288200,184.498149,167,199,1.351443
0.3,17,engagement_g00_d5.0,2945,101.337418,191.935999,93,339,2.302207
0.3,17,engagement_g00_d10.0,2945,103.483137,191.935999,19,564,3.830221
0.3,17,engagement_g05_d0.0,2945,95.565638,184.710449,73,292,1.983022
0.3,17,engagement_g05_d0.25,2945,95.906938,184.710449,68,293,1.989813
0.3,17,engagement_g05_d0.5,2945,96.153713,184.710449,67,293,1.989813
0.3,17,engagement_g05_d1.0,2945,96.028400,184.667989,64,331,2.247878
0.3,17,engagement_g05_d2.0,2945,97.189510,184.710449,59,346,2.349745
0.3,17,engagement_g05_d5.0,2945,101.603799,192.605489,28,487,3.307301
0.3,17,engagement_g05_d10.0,2945,114.100926,191.935999,1,1259,8.550085
0.3,17,oracle_a1,2945,26.000866,70.075042,1403,577,3.918506
0.3,18,static,3040,101.363394,194.101582,0,1230,8.092105
0.3,18,nearest,3040,100.414925,195.269272,40,942,6.197368
0.3,18,naive_target_aware,3040,87.458806,185.659650,579,240,1.578947
0.3,18,engagement_g00_d0.0,3040,87.458806,185.659650,579,240,1.578947
0.3,18,engagement_g00_d0.25,3040,88.196578,185.659650,333,216,1.421053
0.3,18,engagement_g00_d0.5,3040,88.859537,185.876876,293,222,1.460526
0.3,18,engagement_g00_d1.0,3040,89.821306,185.876876,245,234,1.539474
0.3,18,engagement_g00_d2.0,3040,92.988996,185.876876,184,277,1.822368
0.3,18,engagement_g00_d5.0,3040,103.878824,189.391888,82,392,2.578947
0.3,18,engagement_g00_d10.0,3040,108.185803,185.876876,14,824,5.421053
0.3,18,engagement_g05_d0.0,3040,98.934391,189.391888,74,370,2.434211
0.3,18,engagement_g05_d0.25,3040,98.711054,189.391888,67,352,2.315789
0.3,18,engagement_g05_d0.5,3040,98.617351,189.391888,64,351,2.309211
0.3,18,engagement_g05_d1.0,3040,98.941624,189.391888,63,347,2.282895
0.3,18,engagement_g05_d2.0,3040,100.621743,187.074705,59,336,2.210526
0.3,18,engagement_g05_d5.0,3040,103.345115,185.659650,29,621,4.085526
0.3,18,engagement_g05_d10.0,3040,101.363394,194.101582,0,1230,8.092105
0.3,18,oracle_a1,3040,23.604530,57.850966,1595,483,3.177632
0.3,19,static,2979,108.214233,195.753930,0,604,4.055052
0.3,19,nearest,2979,102.939093,198.905499,16,1173,7.875126
0.3,19,naive_target_aware,2979,92.019192,194.302009,523,271,1.819402
0.3,19,engagement_g00_d0.0,2979,92.019192,194.302009,523,271,1.819402
0.3,19,engagement_g00_d0.25,2979,93.779368,194.302009,303,267,1.792548
0.3,19,engagement_g00_d0.5,2979,94.312719,194.347135,280,267,1.792548
0.3,19,engagement_g00_d1.0,2979,96.963578,195.239167,236,265,1.779121
0.3,19,engagement_g00_d2.0,2979,100.899315,195.239167,175,259,1.738839
0.3,19,engagement_g00_d5.0,2979,107.808128,195.765024,102,346,2.322927
0.3,19,engagement_g00_d10.0,2979,107.082558,195.753930,14,570,3.826788
0.3,19,engagement_g05_d0.0,2979,102.048609,194.801860,77,321,2.155086
0.3,19,engagement_g05_d0.25,2979,103.073130,195.239167,70,341,2.289359
0.3,19,engagement_g05_d0.5,2979,103.289273,195.239167,70,341,2.289359
0.3,19,engagement_g05_d1.0,2979,103.465594,195.239167,70,343,2.302786
0.3,19,engagement_g05_d2.0,2979,103.356273,195.864866,62,388,2.604901
0.3,19,engagement_g05_d5.0,2979,108.219410,195.239167,34,378,2.537764
0.3,19,engagement_g05_d10.0,2979,107.735724,191.218909,2,601,4.034911
0.3,19,oracle_a1,2979,25.051547,60.896324,1572,782,5.250084
0.3,20,static,3045,103.673255,188.818412,0,636,4.177340
0.3,20,nearest,3045,103.632001,196.288496,33,920,6.042693
0.3,20,naive_target_aware,3045,89.140680,188.792542,622,300,1.970443
0.3,20,engagement_g00_d0.0,3045,89.140680,188.792542,622,300,1.970443
0.3,20,engagement_g00_d0.25,3045,90.133568,188.551211,345,297,1.950739
0.3,20,engagement_g00_d0.5,3045,90.481307,188.792542,310,287,1.885057
0.3,20,engagement_g00_d1.0,3045,91.413612,188.551211,249,286,1.878489
0.3,20,engagement_g00_d2.0,3045,95.797935,188.818412,184,253,1.661741
0.3,20,engagement_g00_d5.0,3045,100.255352,190.309189,85,280,1.839080
0.3,20,engagement_g00_d10.0,3045,102.662873,188.551211,12,658,4.321839
0.3,20,engagement_g05_d0.0,3045,101.560604,191.784586,64,371,2.436782
0.3,20,engagement_g05_d0.25,3045,101.940270,192.153435,59,371,2.436782
0.3,20,engagement_g05_d0.5,3045,101.931633,192.153435,58,371,2.436782
0.3,20,engagement_g05_d1.0,3045,101.679838,192.153435,56,374,2.456486
0.3,20,engagement_g05_d2.0,3045,101.638513,192.153435,50,434,2.850575
0.3,20,engagement_g05_d5.0,3045,103.773924,190.309189,27,419,2.752053
0.3,20,engagement_g05_d10.0,3045,104.101786,188.818412,1,636,4.177340
0.3,20,oracle_a1,3045,27.968991,78.706121,1381,537,3.527094
0.3,21,static,3058,109.970543,197.070043,0,644,4.211903
0.3,21,nearest,3058,98.392839,189.097051,22,1197,7.828646
0.3,21,naive_target_aware,3058,88.216463,189.130716,523,260,1.700458
0.3,21,engagement_g00_d0.0,3058,88.216463,189.130716,523,260,1.700458
0.3,21,engagement_g00_d0.25,3058,90.645749,190.876755,324,263,1.720078
0.3,21,engagement_g00_d0.5,3058,91.439978,193.497870,292,266,1.739699
0.3,21,engagement_g00_d1.0,3058,93.372412,191.312631,244,249,1.628515
0.3,21,engagement_g00_d2.0,3058,97.577549,193.497870,171,247,1.615435
0.3,21,engagement_g00_d5.0,3058,107.796895,190.876755,92,326,2.132112
0.3,21,engagement_g00_d10.0,3058,99.478639,189.097051,18,724,4.735121
0.3,21,engagement_g05_d0.0,3058,102.942130,193.790927,71,338,2.210595
0.3,21,engagement_g05_d0.25,3058,103.394349,193.790927,69,338,2.210595
0.3,21,engagement_g05_d0.5,3058,102.699686,193.790927,67,338,2.210595
0.3,21,engagement_g05_d1.0,3058,103.722847,193.790927,66,335,2.190974
0.3,21,engagement_g05_d2.0,3058,105.713622,193.790927,60,402,2.629169
0.3,21,engagement_g05_d5.0,3058,102.299393,193.790927,27,675,4.414650
0.3,21,engagement_g05_d10.0,3058,108.660480,190.876755,1,634,4.146501
0.3,21,oracle_a1,3058,27.047569,72.057153,1520,378,2.472204
0.3,22,static,3009,98.490624,194.441784,0,632,4.200731
0.3,22,nearest,3009,96.665017,182.201864,6,630,4.187438
0.3,22,naive_target_aware,3009,90.321014,185.145093,551,215,1.429046
0.3,22,engagement_g00_d0.0,3009,90.321014,185.145093,551,215,1.429046
0.3,22,engagement_g00_d0.25,3009,91.530614,184.725397,337,223,1.482220
0.3,22,engagement_g00_d0.5,3009,91.750130,184.725397,301,220,1.462280
0.3,22,engagement_g00_d1.0,3009,93.055167,184.725397,250,237,1.575274
0.3,22,engagement_g00_d2.0,3009,95.992227,185.145093,176,236,1.568627
0.3,22,engagement_g00_d5.0,3009,100.512700,185.145093,94,277,1.841143
0.3,22,engagement_g00_d10.0,3009,100.415219,192.285001,19,526,3.496178
0.3,22,engagement_g05_d0.0,3009,97.177908,183.029627,77,305,2.027252
0.3,22,engagement_g05_d0.25,3009,97.188058,183.029627,71,302,2.007311
0.3,22,engagement_g05_d0.5,3009,97.386854,183.029627,71,302,2.007311
0.3,22,engagement_g05_d1.0,3009,98.010161,183.029627,69,369,2.452642
0.3,22,engagement_g05_d2.0,3009,98.036875,183.029627,60,394,2.618810
0.3,22,engagement_g05_d5.0,3009,98.834243,182.879836,30,494,3.283483
0.3,22,engagement_g05_d10.0,3009,98.490624,194.441784,0,632,4.200731
0.3,22,oracle_a1,3009,25.040402,71.864889,1700,484,3.217016
0.3,23,static,3060,101.421458,194.457226,0,637,4.163399
0.3,23,nearest,3060,95.390780,186.745361,5,1175,7.679739
0.3,23,naive_target_aware,3060,86.103293,188.979161,518,290,1.895425
0.3,23,engagement_g00_d0.0,3060,86.103293,188.979161,518,290,1.895425
0.3,23,engagement_g00_d0.25,3060,88.167386,188.979161,324,289,1.888889
0.3,23,engagement_g00_d0.5,3060,88.718893,188.979161,279,284,1.856209
0.3,23,engagement_g00_d1.0,3060,90.713894,188.979161,236,287,1.875817
0.3,23,engagement_g00_d2.0,3060,94.010421,188.979161,175,226,1.477124
0.3,23,engagement_g00_d5.0,3060,101.675901,188.979161,94,270,1.764706
0.3,23,engagement_g00_d10.0,3060,105.219333,190.315294,16,649,4.241830
0.3,23,engagement_g05_d0.0,3060,96.696934,190.886001,75,308,2.013072
0.3,23,engagement_g05_d0.25,3060,97.244531,191.138789,71,362,2.366013
0.3,23,engagement_g05_d0.5,3060,97.478056,191.138789,69,363,2.372549
0.3,23,engagement_g05_d1.0,3060,97.612803,191.138789,68,364,2.379085
0.3,23,engagement_g05_d2.0,3060,97.982595,190.315294,63,363,2.372549
0.3,23,engagement_g05_d5.0,3060,97.837985,188.531539,34,415,2.712418
0.3,23,engagement_g05_d10.0,3060,101.562584,194.457226,1,649,4.241830
0.3,23,oracle_a1,3060,25.296485,61.211710,1486,528,3.450980
0.3,24,static,2894,98.411743,186.447964,0,606,4.187975
0.3,24,nearest,2894,97.286891,192.970243,44,996,6.883207
0.3,24,naive_target_aware,2894,89.778809,188.299249,551,249,1.720802
0.3,24,engagement_g00_d0.0,2894,89.778809,188.299249,551,249,1.720802
0.3,24,engagement_g00_d0.25,2894,90.465500,188.299249,321,256,1.769178
0.3,24,engagement_g00_d0.5,2894,91.544282,190.891710,300,260,1.796821
0.3,24,engagement_g00_d1.0,2894,92.555734,190.891710,246,241,1.665515
0.3,24,engagement_g00_d2.0,2894,94.873732,188.299249,186,235,1.624050
0.3,24,engagement_g00_d5.0,2894,98.686100,188.299249,91,279,1.928127
0.3,24,engagement_g00_d10.0,2894,100.462042,188.299249,10,496,3.427782
0.3,24,engagement_g05_d0.0,2894,94.710418,186.139226,69,369,2.550104
0.3,24,engagement_g05_d0.25,2894,94.380981,185.972982,65,368,2.543193
0.3,24,engagement_g05_d0.5,2894,94.413685,185.972982,65,368,2.543193
0.3,24,engagement_g05_d1.0,2894,94.084567,185.972982,64,370,2.557015
0.3,24,engagement_g05_d2.0,2894,95.491964,185.972982,58,373,2.577747
0.3,24,engagement_g05_d5.0,2894,99.030870,184.185850,22,354,2.446441
0.3,24,engagement_g05_d10.0,2894,98.592340,186.447964,1,625,4.319281
0.3,24,oracle_a1,2894,27.627509,74.581438,1423,397,2.743607
0.3,25,static,2903,97.921024,189.465833,0,599,4.126765
0.3,25,nearest,2903,94.203659,192.681692,5,598,4.119876
0.3,25,naive_target_aware,2903,86.135634,190.836168,573,227,1.563899
0.3,25,engagement_g00_d0.0,2903,86.135634,190.836168,573,227,1.563899
0.3,25,engagement_g00_d0.25,2903,87.790388,190.453135,319,210,1.446779
0.3,25,engagement_g00_d0.5,2903,88.679534,190.836168,294,210,1.446779
0.3,25,engagement_g00_d1.0,2903,89.343823,191.922013,245,218,1.501895
0.3,25,engagement_g00_d2.0,2903,94.309768,190.878727,191,203,1.398553
0.3,25,engagement_g00_d5.0,2903,100.401184,192.646833,84,231,1.591457
0.3,25,engagement_g00_d10.0,2903,105.200310,192.670044,15,610,4.202549
0.3,25,engagement_g05_d0.0,2903,98.211975,192.670044,69,342,2.356183
0.3,25,engagement_g05_d0.25,2903,97.932852,192.670044,61,342,2.356183
0.3,25,engagement_g05_d0.5,2903,98.014470,192.670044,61,342,2.356183
0.3,25,engagement_g05_d1.0,2903,98.351922,192.681692,61,347,2.390630
0.3,25,engagement_g05_d2.0,2903,99.695944,193.044041,59,335,2.307957
0.3,25,engagement_g05_d5.0,2903,108.023328,193.044041,35,610,4.202549
0.3,25,engagement_g05_d10.0,2903,97.392817,189.662628,2,585,4.030313
0.3,25,oracle_a1,2903,25.921796,70.454036,1455,367,2.528419
0.3,26,static,3057,109.640350,196.881824,0,662,4.331044
0.3,26,nearest,3057,111.850463,200.055703,4,661,4.324501
0.3,26,naive_target_aware,3057,94.604127,192.437554,572,237,1.550540
0.3,26,engagement_g00_d0.0,3057,94.604127,192.437554,572,237,1.550540
0.3,26,engagement_g00_d0.25,3057,96.046658,192.437554,335,239,1.563624
0.3,26,engagement_g00_d0.5,3057,96.564067,192.437554,306,243,1.589794
0.3,26,engagement_g00_d1.0,3057,96.720467,192.437554,263,241,1.576709
0.3,26,engagement_g00_d2.0,3057,99.709325,192.509952,186,260,1.701014
0.3,26,engagement_g00_d5.0,3057,106.487473,193.883593,83,355,2.322538
0.3,26,engagement_g00_d10.0,3057,105.917856,192.437554,16,608,3.977756
0.3,26,engagement_g05_d0.0,3057,103.661307,193.883593,64,452,2.957148
0.3,26,engagement_g05_d0.25,3057,103.945764,193.883593,56,473,3.094537
0.3,26,engagement_g05_d0.5,3057,104.049809,193.883593,56,474,3.101079
0.3,26,engagement_g05_d1.0,3057,104.661724,193.883593,55,490,3.205757
0.3,26,engagement_g05_d2.0,3057,105.491159,194.281119,50,494,3.231927
0.3,26,engagement_g05_d5.0,3057,109.342610,193.883593,24,541,3.539418
0.3,26,engagement_g05_d10.0,3057,107.157720,195.660024,5,823,5.384364
0.3,26,oracle_a1,3057,26.790419,79.469753,1579,592,3.873078
0.3,27,static,2968,104.344817,184.186024,0,619,4.171159
0.3,27,nearest,2968,102.286030,192.165093,18,817,5.505391
0.3,27,naive_target_aware,2968,89.922194,190.204173,564,234,1.576819
0.3,27,engagement_g00_d0.0,2968,89.922194,190.204173,564,234,1.576819
0.3,27,engagement_g00_d0.25,2968,90.329518,190.204173,317,239,1.610512
0.3,27,engagement_g00_d0.5,2968,91.441174,190.204173,284,248,1.671159
0.3,27,engagement_g00_d1.0,2968,92.098605,189.802931,233,216,1.455526
0.3,27,engagement_g00_d2.0,2968,95.746971,190.204173,183,231,1.556604
0.3,27,engagement_g00_d5.0,2968,99.280387,190.805193,89,237,1.597035
0.3,27,engagement_g00_d10.0,2968,101.196158,187.698939,15,619,4.171159
0.3,27,engagement_g05_d0.0,2968,93.780223,189.802931,66,318,2.142857
0.3,27,engagement_g05_d0.25,2968,94.180401,189.802931,61,314,2.115903
0.3,27,engagement_g05_d0.5,2968,94.329873,189.802931,61,314,2.115903
0.3,27,engagement_g05_d1.0,2968,94.636476,189.802931,57,311,2.095687
0.3,27,engagement_g05_d2.0,2968,95.877006,190.204173,51,331,2.230458
0.3,27,engagement_g05_d5.0,2968,97.401846,193.437027,24,935,6.300539
0.3,27,engagement_g05_d10.0,2968,105.493361,189.703787,1,871,5.869272
0.3,27,oracle_a1,2968,27.029671,79.200759,1461,386,2.601078
0.3,28,static,3014,113.695431,197.117162,0,1217,8.075647
0.3,28,nearest,3014,109.462197,194.189343,14,743,4.930325
0.3,28,naive_target_aware,3014,89.865312,194.189343,542,258,1.712011
0.3,28,engagement_g00_d0.0,3014,89.865312,194.189343,542,258,1.712011
0.3,28,engagement_g00_d0.25,3014,92.536627,194.189343,336,260,1.725282
0.3,28,engagement_g00_d0.5,3014,92.410823,197.117162,289,257,1.705375
0.3,28,engagement_g00_d1.0,3014,94.145151,197.117162,241,295,1.957532
0.3,28,engagement_g00_d2.0,3014,97.744436,197.117162,177,262,1.738553
0.3,28,engagement_g00_d5.0,3014,107.585959,198.381200,94,282,1.871267
0.3,28,engagement_g00_d10.0,3014,109.137129,199.664551,15,817,5.421367
0.3,28,engagement_g05_d0.0,3014,103.674356,198.002655,68,439,2.913072
0.3,28,engagement_g05_d0.25,3014,104.134539,198.002655,65,439,2.913072
0.3,28,engagement_g05_d0.5,3014,104.079328,198.002655,64,440,2.919708
0.3,28,engagement_g05_d1.0,3014,104.147315,198.002655,63,442,2.932979
0.3,28,engagement_g05_d2.0,3014,103.866449,197.117162,57,442,2.932979
0.3,28,engagement_g05_d5.0,3014,107.373185,199.029969,27,557,3.696085
0.3,28,engagement_g05_d10.0,3014,111.964532,199.029969,2,969,6.429993
0.3,28,oracle_a1,3014,25.087881,65.366607,1569,694,4.605176
0.3,29,static,3063,93.766512,186.238844,0,1209,7.894221
0.3,29,nearest,3063,94.025255,186.238844,4,652,4.257264
0.3,29,naive_target_aware,3063,83.299322,186.238844,573,229,1.495266
0.3,29,engagement_g00_d0.0,3063,83.299322,186.238844,573,229,1.495266
0.3,29,engagement_g00_d0.25,3063,84.923692,184.850775,312,253,1.651975
0.3,29,engagement_g00_d0.5,3063,85.523258,186.238844,280,259,1.691152
0.3,29,engagement_g00_d1.0,3063,87.106920,186.238844,238,241,1.573621
0.3,29,engagement_g00_d2.0,3063,89.918400,187.059320,172,238,1.554032
0.3,29,engagement_g00_d5.0,3063,93.414368,186.238844,94,436,2.846882
0.3,29,engagement_g00_d10.0,3063,93.491199,184.850775,15,931,6.079008
0.3,29,engagement_g05_d0.0,3063,94.017071,193.356366,70,295,1.926216
0.3,29,engagement_g05_d0.25,3063,93.850494,193.022381,66,402,2.624878
0.3,29,engagement_g05_d0.5,3063,93.933236,193.356366,66,401,2.618348
0.3,29,engagement_g05_d1.0,3063,94.134058,193.356366,66,400,2.611818
0.3,29,engagement_g05_d2.0,3063,93.739393,193.356366,60,480,3.134182
0.3,29,engagement_g05_d5.0,3063,94.725193,187.059320,28,433,2.827294
0.3,29,engagement_g05_d10.0,3063,93.946689,183.924439,1,1209,7.894221
0.3,29,oracle_a1,3063,24.897032,64.708540,1500,1037,6.771139
0.3,30,static,2933,102.055236,189.082593,0,1171,7.984998
0.3,30,nearest,2933,97.014717,184.585723,12,1699,11.585407
0.3,30,naive_target_aware,2933,95.558347,195.710540,551,251,1.711558
0.3,30,engagement_g00_d0.0,2933,95.558347,195.710540,551,251,1.711558
0.3,30,engagement_g00_d0.25,2933,98.271088,195.828568,325,238,1.622912
0.3,30,engagement_g00_d0.5,2933,97.982552,195.710540,297,226,1.541084
0.3,30,engagement_g00_d1.0,2933,98.942526,195.710540,260,248,1.691101
0.3,30,engagement_g00_d2.0,2933,100.912854,195.710540,193,199,1.356972
0.3,30,engagement_g00_d5.0,2933,109.716804,196.005609,89,316,2.154790
0.3,30,engagement_g00_d10.0,2933,104.707058,190.947689,12,684,4.664166
0.3,30,engagement_g05_d0.0,2933,102.919211,196.005609,62,378,2.577566
0.3,30,engagement_g05_d0.25,2933,103.316678,196.005609,62,374,2.550290
0.3,30,engagement_g05_d0.5,2933,103.073533,196.005609,61,374,2.550290
0.3,30,engagement_g05_d1.0,2933,103.169380,196.005609,61,369,2.516195
0.3,30,engagement_g05_d2.0,2933,104.227223,195.710540,53,421,2.870781
0.3,30,engagement_g05_d5.0,2933,105.392401,194.583798,26,402,2.741221
0.3,30,engagement_g05_d10.0,2933,102.665311,193.745334,2,1161,7.916809
0.3,30,oracle_a1,2933,31.390524,81.860640,1385,430,2.932151
0.25,1,static,3072,93.946974,184.634696,0,1224,7.968750
0.25,1,nearest,3072,98.467063,193.824434,25,629,4.095052
0.25,1,naive_target_aware,3072,85.000554,188.415484,684,282,1.835938
0.25,1,engagement_g00_d0.0,3072,85.000554,188.415484,684,282,1.835938
0.25,1,engagement_g00_d0.25,3072,85.534832,188.974578,353,285,1.855469
0.25,1,engagement_g00_d0.5,3072,86.187038,188.974578,319,284,1.848958
0.25,1,engagement_g00_d1.0,3072,85.298048,188.415484,253,289,1.881510
0.25,1,engagement_g00_d2.0,3072,86.217079,188.415484,185,304,1.979167
0.25,1,engagement_g00_d5.0,3072,90.885189,188.415484,78,335,2.180990
0.25,1,engagement_g00_d10.0,3072,96.268959,182.673446,11,799,5.201823
0.25,1,engagement_g05_d0.0,3072,92.347951,193.625508,46,539,3.509115
0.25,1,engagement_g05_d0.25,3072,92.102844,193.625508,41,469,3.053385
0.25,1,engagement_g05_d0.5,3072,92.493457,193.625508,39,469,3.053385
0.25,1,engagement_g05_d1.0,3072,92.667322,193.625508,38,465,3.027344
0.25,1,engagement_g05_d2.0,3072,95.140661,193.625508,32,453,2.949219
0.25,1,engagement_g05_d5.0,3072,94.206371,184.634696,17,699,4.550781
0.25,1,engagement_g05_d10.0,3072,93.946974,184.634696,0,1224,7.968750
0.25,1,oracle_a1,3072,25.703907,61.303580,1625,529,3.444010
0.25,2,static,3076,97.531688,187.852690,0,1260,8.192458
0.25,2,nearest,3076,90.391499,191.478106,5,1206,7.841352
0.25,2,naive_target_aware,3076,93.323234,190.464828,709,329,2.139142
0.25,2,engagement_g00_d0.0,3076,93.323234,190.464828,709,329,2.139142
0.25,2,engagement_g00_d0.25,3076,94.331264,191.478106,396,315,2.048114
0.25,2,engagement_g00_d0.5,3076,94.027696,192.414643,345,327,2.126138
0.25,2,engagement_g00_d1.0,3076,96.388315,193.035682,272,311,2.022107
0.25,2,engagement_g00_d2.0,3076,98.053107,193.294707,180,297,1.931079
0.25,2,engagement_g00_d5.0,3076,101.154304,193.294707,65,333,2.165150
0.25,2,engagement_g00_d10.0,3076,100.538061,189.455350,7,494,3.211964
0.25,2,engagement_g05_d0.0,3076,98.994113,193.035682,43,407,2.646294
0.25,2,engagement_g05_d0.25,3076,98.484691,193.035682,40,407,2.646294
0.25,2,engagement_g05_d0.5,3076,98.142248,193.035682,38,407,2.646294
0.25,2,engagement_g05_d1.0,3076,98.556638,193.035682,37,407,2.646294
0.25,2,engagement_g05_d2.0,3076,96.622962,191.478106,35,653,4.245774
0.25,2,engagement_g05_d5.0,3076,99.057051,189.455350,17,799,5.195059
0.25,2,engagement_g05_d10.0,3076,99.756277,189.197740,1,1260,8.192458
0.25,2,oracle_a1,3076,27.912219,70.904515,1552,589,3.829649
0.25,3,static,2993,94.831109,186.923839,0,620,4.143000
0.25,3,nearest,2993,92.412115,175.873447,5,1175,7.851654
0.25,3,naive_target_aware,2993,91.735575,191.730185,693,258,1.724023
0.25,3,engagement_g00_d0.0,2993,91.735575,191.730185,693,258,1.724023
0.25,3,engagement_g00_d0.25,2993,92.541832,191.259772,382,265,1.770799
0.25,3,engagement_g00_d0.5,2993,91.678225,191.259772,337,267,1.784163
0.25,3,engagement_g00_d1.0,2993,91.571169,191.259772,275,264,1.764116
0.25,3,engagement_g00_d2.0,2993,94.566768,188.906630,187,291,1.944537
0.25,3,engagement_g00_d5.0,2993,98.305212,191.259772,70,378,2.525894
0.25,3,engagement_g00_d10.0,2993,96.441992,188.906630,11,543,3.628466
0.25,3,engagement_g05_d0.0,2993,101.740508,188.906630,46,476,3.180755
0.25,3,engagement_g05_d0.25,2993,102.066604,188.906630,42,475,3.174073
0.25,3,engagement_g05_d0.5,2993,102.055244,188.906630,42,474,3.167391
0.25,3,engagement_g05_d1.0,2993,99.452982,188.906630,38,413,2.759773
0.25,3,engagement_g05_d2.0,2993,99.007557,191.259772,33,432,2.886736
0.25,3,engagement_g05_d5.0,2993,99.742039,192.273920,16,542,3.621784
0.25,3,engagement_g05_d10.0,2993,94.831109,186.923839,0,620,4.143000
0.25,3,oracle_a1,2993,28.047258,69.951973,1502,548,3.661878
0.25,4,static,2947,102.172693,193.598701,0,606,4.112657
0.25,4,nearest,2947,97.735530,189.576396,4,606,4.112657
0.25,4,naive_target_aware,2947,90.415417,191.198623,675,236,1.601629
0.25,4,engagement_g00_d0.0,2947,90.415417,191.198623,675,236,1.601629
0.25,4,engagement_g00_d0.25,2947,93.304230,191.198623,396,231,1.567696
0.25,4,engagement_g00_d0.5,2947,93.403545,189.576396,348,244,1.655921
0.25,4,engagement_g00_d1.0,2947,94.032742,191.471346,264,261,1.771293
0.25,4,engagement_g00_d2.0,2947,97.127882,191.471346,188,273,1.852732
0.25,4,engagement_g00_d5.0,2947,98.661786,191.198623,71,383,2.599253
0.25,4,engagement_g00_d10.0,2947,102.494302,189.576396,8,506,3.434001
0.25,4,engagement_g05_d0.0,2947,98.164988,193.697416,37,559,3.793688
0.25,4,engagement_g05_d0.25,2947,98.664297,193.697416,33,559,3.793688
0.25,4,engagement_g05_d0.5,2947,98.492371,193.368367,32,559,3.793688
0.25,4,engagement_g05_d1.0,2947,96.954124,193.368367,31,555,3.766542
0.25,4,engagement_g05_d2.0,2947,96.809376,193.368367,28,568,3.854768
0.25,4,engagement_g05_d5.0,2947,100.591141,193.697416,10,473,3.210044
0.25,4,engagement_g05_d10.0,2947,103.023748,193.697416,1,606,4.112657
0.25,4,oracle_a1,2947,24.480414,65.119678,1639,351,2.382083
0.25,5,static,2961,102.818680,187.323161,0,1225,8.274232
0.25,5,nearest,2961,100.711763,187.743898,6,626,4.228301
0.25,5,naive_target_aware,2961,94.829212,187.743898,671,267,1.803445
0.25,5,engagement_g00_d0.0,2961,94.829212,187.743898,671,267,1.803445
0.25,5,engagement_g00_d0.25,2961,95.261059,188.400644,381,272,1.837217
