comparison_type,dominant_peer_ratio,policy_a,policy_b,n_seeds,mean_diff_combined_s,bootstrap_ci95_low,bootstrap_ci95_high,verdict
demand_argmax_vs_best_baseline,0.3,demand_argmax_w100_d2,nearest,30,9.247296,2.118761,16.075206,a_worse
demand_argmax_vs_best_baseline,0.3,demand_argmax_w100_d5,nearest,30,8.509288,1.463772,15.378431,a_worse
demand_argmax_vs_best_baseline,0.3,demand_argmax_w100_d10,nearest,30,6.853692,-0.106990,13.596651,not_significant
best_demand_argmax_vs_best_baseline,0.3,demand_argmax_w10_d1,nearest,30,-3.023190,-10.579676,4.505133,not_significant
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w5_d0,nearest,30,62.808220,53.538195,71.191712,a_worse
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w5_d0.25,nearest,30,-5.978285,-14.269588,1.511721,not_significant
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w5_d0.5,nearest,30,-13.298803,-21.110384,-6.105587,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w5_d1,nearest,30,-22.221057,-29.929448,-15.086338,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w5_d2,nearest,30,-28.298148,-36.154640,-20.813783,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w5_d5,nearest,30,-17.478778,-26.058199,-9.286046,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w5_d10,nearest,30,0.369206,-7.494912,8.738702,not_significant
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w10_d0,nearest,30,15.904468,6.755833,24.349750,a_worse
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w10_d0.25,nearest,30,-22.966221,-31.239459,-15.198950,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w10_d0.5,nearest,30,-26.070662,-34.292475,-18.297595,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w10_d1,nearest,30,-29.979232,-38.259490,-22.076439,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w10_d2,nearest,30,-33.748488,-42.008538,-25.730980,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w10_d5,nearest,30,-38.230834,-47.373828,-29.630895,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w10_d10,nearest,30,-18.992507,-28.781766,-9.800054,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w20_d0,nearest,30,-14.668345,-23.870969,-5.815064,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w20_d0.25,nearest,30,-36.178121,-44.494821,-28.068803,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w20_d0.5,nearest,30,-37.557849,-45.939415,-29.391209,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w20_d1,nearest,30,-39.241704,-47.810894,-31.012598,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w20_d2,nearest,30,-39.136420,-47.552142,-31.105905,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w20_d5,nearest,30,-40.281649,-49.175549,-31.694115,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w20_d10,nearest,30,-42.984763,-51.756785,-34.635117,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w30_d0,nearest,30,-25.049641,-34.687245,-15.707002,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w30_d0.25,nearest,30,-40.256848,-49.034332,-31.672948,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w30_d0.5,nearest,30,-41.335511,-50.086327,-32.886519,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w30_d1,nearest,30,-42.514943,-51.141046,-34.232966,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w30_d2,nearest,30,-42.594122,-51.122965,-34.287710,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w30_d5,nearest,30,-42.740600,-51.667323,-34.162658,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w30_d10,nearest,30,-44.286667,-52.981043,-35.934826,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w100_d0,nearest,30,-45.743382,-55.718955,-36.048186,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w100_d0.25,nearest,30,-52.005126,-61.466591,-42.766140,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w100_d0.5,nearest,30,-52.278933,-61.723567,-42.963600,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w100_d1,nearest,30,-52.814463,-62.265379,-43.598889,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w100_d2,nearest,30,-52.734342,-61.932679,-43.748041,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w100_d5,nearest,30,-51.102736,-60.554250,-41.906476,a_cheaper
rtt_weighted_vs_best_baseline,0.25,rtt_weighted_w100_d10,nearest,30,-50.147308,-59.258382,-41.061148,a_cheaper
best_rtt_weighted_vs_best_demand_argmax,0.25,rtt_weighted_w100_d1,demand_argmax_w5_d5,30,-54.440263,-62.727375,-46.216347,a_cheaper
demand_argmax_vs_best_baseline,0.25,demand_argmax_w5_d0,nearest,30,88.737385,81.272710,96.489961,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w5_d0.25,nearest,30,35.834730,28.965392,42.940866,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w5_d0.5,nearest,30,27.559869,20.546737,34.845181,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w5_d1,nearest,30,16.788120,9.914945,23.711352,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w5_d2,nearest,30,7.985194,1.488529,14.516338,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w5_d5,nearest,30,1.625800,-5.792926,9.141408,not_significant
demand_argmax_vs_best_baseline,0.25,demand_argmax_w5_d10,nearest,30,2.466364,-5.841317,11.451200,not_significant
demand_argmax_vs_best_baseline,0.25,demand_argmax_w10_d0,nearest,30,43.571280,36.353809,50.943678,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w10_d0.25,nearest,30,16.314215,9.041143,23.774059,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w10_d0.5,nearest,30,12.752278,5.721598,19.878957,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w10_d1,nearest,30,8.909325,1.788788,16.063547,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w10_d2,nearest,30,7.773359,0.711125,14.910632,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w10_d5,nearest,30,7.564130,0.060242,14.827301,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w10_d10,nearest,30,2.174410,-5.916661,10.060915,not_significant
demand_argmax_vs_best_baseline,0.25,demand_argmax_w20_d0,nearest,30,18.422678,11.382383,25.583527,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w20_d0.25,nearest,30,9.532040,2.597398,16.595689,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w20_d0.5,nearest,30,8.872751,1.908110,16.001291,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w20_d1,nearest,30,8.242399,1.232282,15.425253,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w20_d2,nearest,30,9.863429,2.786361,17.066683,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w20_d5,nearest,30,12.499241,5.104597,19.821542,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w20_d10,nearest,30,5.392611,-1.740271,12.512645,not_significant
demand_argmax_vs_best_baseline,0.25,demand_argmax_w30_d0,nearest,30,16.382027,9.111582,23.684181,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w30_d0.25,nearest,30,11.260821,4.067871,18.565341,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w30_d0.5,nearest,30,11.198468,4.037371,18.502241,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w30_d1,nearest,30,11.223988,4.001770,18.527547,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w30_d2,nearest,30,12.538685,5.452100,19.785848,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w30_d5,nearest,30,13.848471,6.698313,21.149548,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w30_d10,nearest,30,8.807913,2.198755,15.453975,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w100_d0,nearest,30,14.497141,7.045675,21.997217,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w100_d0.25,nearest,30,10.832561,3.210469,18.410721,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w100_d0.5,nearest,30,10.036450,2.417940,17.601997,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w100_d1,nearest,30,9.078825,1.424138,16.633556,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w100_d2,nearest,30,8.801942,1.221200,16.296835,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w100_d5,nearest,30,7.428929,0.092008,14.726470,a_worse
demand_argmax_vs_best_baseline,0.25,demand_argmax_w100_d10,nearest,30,5.559618,-1.570434,12.625513,not_significant
best_demand_argmax_vs_best_baseline,0.25,demand_argmax_w5_d5,nearest,30,1.625800,-5.792926,9.141408,not_significant
