phase_duration,seed,policy_id,total_requests,self_service_count,self_service_rate,mean_rtt_remote_ms,mean_rtt_all_ms,measured_mean_latency_ms,predicted_mean_latency_ms,abs_error_ms,rel_error
80.0,2,engagement_g00_d10.0,3076,2184,0.710013,102.852388,29.825855,31.825855,31.825855,0.000000,0.000000
80.0,2,engagement_g05_d0.0,3076,2562,0.832900,106.899626,17.862941,19.862941,19.862941,0.000000,0.000000
80.0,2,engagement_g05_d0.25,3076,2530,0.822497,106.918309,18.978347,20.978347,20.978347,0.000000,0.000000
80.0,2,engagement_g05_d0.5,3076,2520,0.819246,106.305022,19.215082,21.215082,21.215082,0.000000,0.000000
80.0,2,engagement_g05_d1.0,3076,2499,0.812419,106.147428,19.911270,21.911270,21.911270,0.000000,0.000000
80.0,2,engagement_g05_d2.0,3076,2460,0.799740,105.083772,21.044084,23.044084,23.044084,0.000000,0.000000
80.0,2,engagement_g05_d5.0,3076,2369,0.770156,103.570291,23.805005,25.805005,25.805005,0.000000,0.000000
80.0,2,engagement_g05_d10.0,3076,2184,0.710013,102.852388,29.825855,31.825855,31.825855,0.000000,0.000000
80.0,2,oracle_a1,3076,2547,0.828023,40.643096,6.989661,8.989661,8.989661,0.000000,0.000000
80.0,3,static,2993,26,0.008687,99.335791,98.472868,100.472868,100.472868,0.000000,0.000000
80.0,3,nearest,2993,281,0.093886,88.308809,80.017872,82.017872,82.017872,0.000000,0.000000
80.0,3,naive_target_aware,2993,2468,0.824591,98.378379,17.256482,19.256482,19.256482,0.000000,0.000000
80.0,3,engagement_g00_d0.0,2993,2468,0.824591,98.378379,17.256482,19.256482,19.256482,0.000000,0.000000
80.0,3,engagement_g00_d0.25,2993,2443,0.816238,99.088526,18.208717,20.208717,20.208717,0.000000,0.000000
80.0,3,engagement_g00_d0.5,2993,2435,0.813565,99.050494,18.466480,20.466480,20.466480,0.000000,0.000000
80.0,3,engagement_g00_d1.0,2993,2419,0.808219,99.091113,19.003775,21.003775,21.003775,0.000000,0.000000
80.0,3,engagement_g00_d2.0,2993,2379,0.794855,100.706391,20.659447,22.659447,22.659447,0.000000,0.000000
80.0,3,engagement_g00_d5.0,2993,2275,0.760107,100.593522,24.131690,26.131690,26.131690,0.000000,0.000000
80.0,3,engagement_g00_d10.0,2993,2096,0.700301,100.371430,30.081247,32.081247,32.081247,0.000000,0.000000
80.0,3,engagement_g05_d0.0,2993,2466,0.823922,98.477016,17.339588,19.339588,19.339588,0.000000,0.000000
80.0,3,engagement_g05_d0.25,2993,2441,0.815570,99.228393,18.300726,20.300726,20.300726,0.000000,0.000000
80.0,3,engagement_g05_d0.5,2993,2434,0.813231,99.066356,18.502537,20.502537,20.502537,0.000000,0.000000
80.0,3,engagement_g05_d1.0,2993,2419,0.808219,99.091113,19.003775,21.003775,21.003775,0.000000,0.000000
80.0,3,engagement_g05_d2.0,2993,2379,0.794855,100.706391,20.659447,22.659447,22.659447,0.000000,0.000000
80.0,3,engagement_g05_d5.0,2993,2275,0.760107,100.593522,24.131690,26.131690,26.131690,0.000000,0.000000
80.0,3,engagement_g05_d10.0,2993,2096,0.700301,100.371430,30.081247,32.081247,32.081247,0.000000,0.000000
80.0,3,oracle_a1,2993,2497,0.834280,41.905348,6.944555,8.944555,8.944555,0.000000,0.000000
80.0,4,static,2947,154,0.052257,119.610249,113.359832,115.359832,115.359832,0.000000,0.000000
80.0,4,nearest,2947,154,0.052257,111.014217,105.212999,107.212999,107.212999,0.000000,0.000000
80.0,4,naive_target_aware,2947,2427,0.823549,103.145215,18.200038,20.200038,20.200038,0.000000,0.000000
80.0,4,engagement_g00_d0.0,2947,2427,0.823549,103.145215,18.200038,20.200038,20.200038,0.000000,0.000000
80.0,4,engagement_g00_d0.25,2947,2402,0.815066,103.204166,19.085942,21.085942,21.085942,0.000000,0.000000
80.0,4,engagement_g00_d0.5,2947,2398,0.813709,103.213448,19.227751,21.227751,21.227751,0.000000,0.000000
80.0,4,engagement_g00_d1.0,2947,2390,0.810994,102.849668,19.439181,21.439181,21.439181,0.000000,0.000000
80.0,4,engagement_g00_d2.0,2947,2366,0.802850,102.796264,20.266247,22.266247,22.266247,0.000000,0.000000
80.0,4,engagement_g00_d5.0,2947,2268,0.769596,104.136921,23.993542,25.993542,25.993542,0.000000,0.000000
80.0,4,engagement_g00_d10.0,2947,2103,0.713607,103.358088,29.601027,31.601027,31.601027,0.000000,0.000000
80.0,4,engagement_g05_d0.0,2947,2424,0.822531,103.373074,18.345476,20.345476,20.345476,0.000000,0.000000
80.0,4,engagement_g05_d0.25,2947,2402,0.815066,103.204166,19.085942,21.085942,21.085942,0.000000,0.000000
80.0,4,engagement_g05_d0.5,2947,2398,0.813709,103.213448,19.227751,21.227751,21.227751,0.000000,0.000000
80.0,4,engagement_g05_d1.0,2947,2390,0.810994,102.849668,19.439181,21.439181,21.439181,0.000000,0.000000
80.0,4,engagement_g05_d2.0,2947,2366,0.802850,102.796264,20.266247,22.266247,22.266247,0.000000,0.000000
80.0,4,engagement_g05_d5.0,2947,2268,0.769596,104.136921,23.993542,25.993542,25.993542,0.000000,0.000000
80.0,4,engagement_g05_d10.0,2947,2102,0.713268,103.393717,29.646315,31.646315,31.646315,0.000000,0.000000
80.0,4,oracle_a1,2947,2465,0.836444,46.254678,7.565237,9.565237,9.565237,0.000000,0.000000
80.0,5,static,2961,223,0.075312,94.193326,87.099401,89.099401,89.099401,0.000000,0.000000
80.0,5,nearest,2961,255,0.086120,106.029103,96.897924,98.897924,98.897924,0.000000,0.000000
80.0,5,naive_target_aware,2961,2404,0.811888,110.654790,20.815508,22.815508,22.815508,0.000000,0.000000
80.0,5,engagement_g00_d0.0,2961,2404,0.811888,110.654790,20.815508,22.815508,22.815508,0.000000,0.000000
80.0,5,engagement_g00_d0.25,2961,2381,0.804120,110.286878,21.602968,23.602968,23.602968,0.000000,0.000000
80.0,5,engagement_g00_d0.5,2961,2371,0.800743,110.547691,22.027402,24.027402,24.027402,0.000000,0.000000
80.0,5,engagement_g00_d1.0,2961,2355,0.795339,112.397050,23.003246,25.003246,25.003246,0.000000,0.000000
80.0,5,engagement_g00_d2.0,2961,2317,0.782506,112.482846,24.464354,26.464354,26.464354,0.000000,0.000000
80.0,5,engagement_g00_d5.0,2961,2227,0.752111,112.923365,27.992486,29.992486,29.992486,0.000000,0.000000
80.0,5,engagement_g00_d10.0,2961,2064,0.697062,113.855268,34.491110,36.491110,36.491110,0.000000,0.000000
80.0,5,engagement_g05_d0.0,2961,2398,0.809862,111.237867,21.150597,23.150597,23.150597,0.000000,0.000000
80.0,5,engagement_g05_d0.25,2961,2381,0.804120,111.015358,21.745663,23.745663,23.745663,0.000000,0.000000
80.0,5,engagement_g05_d0.5,2961,2371,0.800743,111.741247,22.265226,24.265226,24.265226,0.000000,0.000000
80.0,5,engagement_g05_d1.0,2961,2355,0.795339,112.397050,23.003246,25.003246,25.003246,0.000000,0.000000
80.0,5,engagement_g05_d2.0,2961,2317,0.782506,112.482846,24.464354,26.464354,26.464354,0.000000,0.000000
80.0,5,engagement_g05_d5.0,2961,2227,0.752111,112.923365,27.992486,29.992486,29.992486,0.000000,0.000000
80.0,5,engagement_g05_d10.0,2961,2064,0.697062,113.855268,34.491110,36.491110,36.491110,0.000000,0.000000
80.0,5,oracle_a1,2961,2410,0.813914,48.028527,8.937426,10.937426,10.937426,0.000000,0.000000
